Season_End_Year,Date,HomeTeam,HomeTeamJP,AwayTeam,AwayTeamJP,HomeGoals,AwayGoals,Result
2003,29/09/02,Valencia,バレンシア,Vallecano,ラージョ,3,0,0
2003,05/10/02,Recreativo,レクレアティーボ,Ath Bilbao,ビルバオ,1,2,2
2003,06/10/02,Barcelona,バルセロナ,Osasuna,オサスナ,2,2,1
2003,06/10/02,La Coruna,デポルティーボ,Santander,サンタンデール,0,2,2
2003,06/10/02,Malaga,マラガ,Ath Madrid,Aマドリード,3,1,0
2003,06/10/02,Mallorca,マジョルカ,Espanol,エスパニョール,2,0,0
2003,06/10/02,Real Madrid,Rマドリード,Alaves,アラベス,5,2,0
2003,06/10/02,Sevilla,セビージャ,Betis,ベティス,1,1,1
2003,06/10/02,Sociedad,ソシエダ,Valladolid,バジャドリード,2,1,0
2003,06/10/02,Valencia,バレンシア,Celta,セルタ,0,1,2
2003,06/10/02,Vallecano,ラージョ,Villarreal,ビジャレアル,2,2,1
2003,08/10/02,Betis,ベティス,Real Madrid,Rマドリード,1,1,1
2003,19/10/02,Ath Madrid,Aマドリード,Valencia,バレンシア,1,1,1
2003,19/10/02,Santander,サンタンデール,Real Madrid,Rマドリード,2,0,0
2003,19/10/02,Villarreal,ビジャレアル,La Coruna,デポルティーボ,3,1,0
2003,20/10/02,Alaves,アラベス,Sociedad,ソシエダ,2,2,1
2003,20/10/02,Ath Bilbao,ビルバオ,Malaga,マラガ,1,1,1
2003,20/10/02,Betis,ベティス,Mallorca,マジョルカ,0,1,2
2003,20/10/02,Celta,セルタ,Vallecano,ラージョ,0,1,2
2003,20/10/02,Espanol,エスパニョール,Recreativo,レクレアティーボ,2,0,0
2003,20/10/02,Osasuna,オサスナ,Sevilla,セビージャ,2,1,0
2003,20/10/02,Valladolid,バジャドリード,Barcelona,バルセロナ,2,1,0
2003,26/10/02,Barcelona,バルセロナ,Alaves,アラベス,6,1,0
2003,26/10/02,Celta,セルタ,Ath Madrid,Aマドリード,0,0,1
2003,26/10/02,Real Madrid,Rマドリード,Villarreal,ビジャレアル,1,1,1
2003,26/10/02,Recreativo,レクレアティーボ,Betis,ベティス,1,1,1
2003,26/10/02,Valencia,バレンシア,Ath Bilbao,ビルバオ,5,1,0
2003,26/10/02,Vallecano,ラージョ,La Coruna,デポルティーボ,1,2,2
2003,27/10/02,Malaga,マラガ,Espanol,エスパニョール,3,4,2
2003,27/10/02,Mallorca,マジョルカ,Osasuna,オサスナ,2,0,0
2003,27/10/02,Sevilla,セビージャ,Valladolid,バジャドリード,2,1,0
2003,27/10/02,Sociedad,ソシエダ,Santander,サンタンデール,2,1,0
2003,02/11/02,Ath Madrid,Aマドリード,Vallecano,ラージョ,2,0,0
2003,02/11/02,La Coruna,デポルティーボ,Real Madrid,Rマドリード,0,0,1
2003,02/11/02,Valladolid,バジャドリード,Mallorca,マジョルカ,1,3,2
2003,03/11/02,Alaves,アラベス,Sevilla,セビージャ,1,0,0
2003,03/11/02,Ath Bilbao,ビルバオ,Celta,セルタ,2,1,0
2003,03/11/02,Betis,ベティス,Malaga,マラガ,3,0,0
2003,03/11/02,Espanol,エスパニョール,Valencia,バレンシア,0,1,2
2003,03/11/02,Osasuna,オサスナ,Recreativo,レクレアティーボ,0,1,2
2003,03/11/02,Santander,サンタンデール,Barcelona,バルセロナ,1,1,1
2003,03/11/02,Villarreal,ビジャレアル,Sociedad,ソシエダ,0,1,2
2003,09/11/02,Barcelona,バルセロナ,Villarreal,ビジャレアル,1,0,0
2003,09/11/02,Malaga,マラガ,Osasuna,オサスナ,1,0,0
2003,09/11/02,Sociedad,ソシエダ,La Coruna,デポルティーボ,1,1,1
2003,09/11/02,Valencia,バレンシア,Betis,ベティス,1,1,1
2003,09/11/02,Vallecano,ラージョ,Real Madrid,Rマドリード,2,3,2
2003,10/11/02,Ath Madrid,Aマドリード,Ath Bilbao,ビルバオ,3,3,1
2003,10/11/02,Celta,セルタ,Espanol,エスパニョール,1,0,0
2003,10/11/02,Mallorca,マジョルカ,Alaves,アラベス,3,1,0
2003,10/11/02,Recreativo,レクレアティーボ,Valladolid,バジャドリード,1,3,2
2003,10/11/02,Sevilla,セビージャ,Santander,サンタンデール,1,0,0
2003,16/11/02,La Coruna,デポルティーボ,Barcelona,バルセロナ,2,0,0
2003,16/11/02,Villarreal,ビジャレアル,Sevilla,セビージャ,1,0,0
2003,17/11/02,Alaves,アラベス,Recreativo,レクレアティーボ,3,0,0
2003,17/11/02,Ath Bilbao,ビルバオ,Vallecano,ラージョ,2,1,0
2003,17/11/02,Betis,ベティス,Celta,セルタ,2,1,0
2003,17/11/02,Espanol,エスパニョール,Ath Madrid,Aマドリード,1,2,2
2003,17/11/02,Osasuna,オサスナ,Valencia,バレンシア,1,0,0
2003,17/11/02,Real Madrid,Rマドリード,Sociedad,ソシエダ,0,0,1
2003,17/11/02,Santander,サンタンデール,Mallorca,マジョルカ,1,2,2
2003,17/11/02,Valladolid,バジャドリード,Malaga,マラガ,0,0,1
2003,23/11/02,Barcelona,バルセロナ,Real Madrid,Rマドリード,0,0,1
2003,23/11/02,Sevilla,セビージャ,La Coruna,デポルティーボ,1,1,1
2003,23/11/02,Vallecano,ラージョ,Sociedad,ソシエダ,0,0,1
2003,24/11/02,Ath Bilbao,ビルバオ,Espanol,エスパニョール,4,1,0
2003,24/11/02,Ath Madrid,Aマドリード,Betis,ベティス,1,0,0
2003,24/11/02,Celta,セルタ,Osasuna,オサスナ,0,0,1
2003,24/11/02,Malaga,マラガ,Alaves,アラベス,0,0,1
2003,24/11/02,Mallorca,マジョルカ,Villarreal,ビジャレアル,1,1,1
2003,24/11/02,Recreativo,レクレアティーボ,Santander,サンタンデール,2,1,0
2003,24/11/02,Valencia,バレンシア,Valladolid,バジャドリード,2,0,0
2003,30/11/02,Osasuna,オサスナ,Ath Madrid,Aマドリード,1,0,0
2003,01/12/02,Alaves,アラベス,Valencia,バレンシア,0,0,1
2003,01/12/02,Betis,ベティス,Ath Bilbao,ビルバオ,1,0,0
2003,01/12/02,Espanol,エスパニョール,Vallecano,ラージョ,3,1,0
2003,01/12/02,La Coruna,デポルティーボ,Mallorca,マジョルカ,2,2,1
2003,01/12/02,Santander,サンタンデール,Malaga,マラガ,1,0,0
2003,01/12/02,Sociedad,ソシエダ,Barcelona,バルセロナ,2,1,0
2003,01/12/02,Valladolid,バジャドリード,Celta,セルタ,0,2,2
2003,01/12/02,Villarreal,ビジャレアル,Recreativo,レクレアティーボ,1,0,0
2003,07/12/02,Malaga,マラガ,Villarreal,ビジャレアル,1,1,1
2003,07/12/02,Recreativo,レクレアティーボ,La Coruna,デポルティーボ,1,1,1
2003,07/12/02,Sevilla,セビージャ,Sociedad,ソシエダ,0,1,2
2003,07/12/02,Valencia,バレンシア,Santander,サンタンデール,2,0,0
2003,07/12/02,Vallecano,ラージョ,Barcelona,バルセロナ,1,0,0
2003,08/12/02,Ath Bilbao,ビルバオ,Osasuna,オサスナ,1,3,2
2003,08/12/02,Ath Madrid,Aマドリード,Valladolid,バジャドリード,1,0,0
2003,08/12/02,Celta,セルタ,Alaves,アラベス,2,1,0
2003,08/12/02,Espanol,エスパニョール,Betis,ベティス,2,4,2
2003,08/12/02,Mallorca,マジョルカ,Real Madrid,Rマドリード,1,5,2
2003,14/12/02,Alaves,アラベス,Ath Madrid,Aマドリード,2,0,0
2003,14/12/02,Villarreal,ビジャレアル,Valencia,バレンシア,0,2,2
2003,15/12/02,Barcelona,バルセロナ,Sevilla,セビージャ,0,3,2
2003,15/12/02,Betis,ベティス,Vallecano,ラージョ,0,1,2
2003,15/12/02,La Coruna,デポルティーボ,Malaga,マラガ,1,0,0
2003,15/12/02,Osasuna,オサスナ,Espanol,エスパニョール,1,0,0
2003,15/12/02,Real Madrid,Rマドリード,Recreativo,レクレアティーボ,4,2,0
2003,15/12/02,Santander,サンタンデール,Celta,セルタ,3,0,0
2003,15/12/02,Sociedad,ソシエダ,Mallorca,マジョルカ,2,1,0
2003,15/12/02,Valladolid,バジャドリード,Ath Bilbao,ビルバオ,2,0,0
2003,21/12/02,Ath Bilbao,ビルバオ,Alaves,アラベス,2,0,0
2003,21/12/02,Ath Madrid,Aマドリード,Santander,サンタンデール,1,2,2
2003,21/12/02,Celta,セルタ,Villarreal,ビジャレアル,3,1,0
2003,21/12/02,Malaga,マラガ,Real Madrid,Rマドリード,2,3,2
2003,21/12/02,Mallorca,マジョルカ,Barcelona,バルセロナ,0,4,2
2003,21/12/02,Vallecano,ラージョ,Sevilla,セビージャ,0,1,2
2003,22/12/02,Betis,ベティス,Osasuna,オサスナ,2,1,0
2003,22/12/02,Espanol,エスパニョール,Valladolid,バジャドリード,1,0,0
2003,22/12/02,Recreativo,レクレアティーボ,Sociedad,ソシエダ,1,3,2
2003,22/12/02,Valencia,バレンシア,La Coruna,デポルティーボ,0,1,2
2003,02/01/03,Real Madrid,Rマドリード,Sevilla,セビージャ,3,0,0
2003,04/01/03,La Coruna,デポルティーボ,Celta,セルタ,3,0,0
2003,04/01/03,Osasuna,オサスナ,Vallecano,ラージョ,0,1,2
2003,04/01/03,Santander,サンタンデール,Ath Bilbao,ビルバオ,3,4,2
2003,04/01/03,Valladolid,バジャドリード,Betis,ベティス,3,0,0
2003,05/01/03,Alaves,アラベス,Espanol,エスパニョール,2,1,0
2003,05/01/03,Barcelona,バルセロナ,Recreativo,レクレアティーボ,3,0,0
2003,05/01/03,Real Madrid,Rマドリード,Valencia,バレンシア,4,1,0
2003,05/01/03,Sevilla,セビージャ,Mallorca,マジョルカ,3,0,0
2003,05/01/03,Sociedad,ソシエダ,Malaga,マラガ,2,2,1
2003,05/01/03,Villarreal,ビジャレアル,Ath Madrid,Aマドリード,4,3,0
2003,11/01/03,Celta,セルタ,Real Madrid,Rマドリード,0,1,2
2003,11/01/03,Valencia,バレンシア,Sociedad,ソシエダ,2,2,1
2003,12/01/03,Ath Bilbao,ビルバオ,Villarreal,ビジャレアル,0,1,2
2003,12/01/03,Ath Madrid,Aマドリード,La Coruna,デポルティーボ,3,1,0
2003,12/01/03,Betis,ベティス,Alaves,アラベス,2,2,1
2003,12/01/03,Espanol,エスパニョール,Santander,サンタンデール,3,0,0
2003,12/01/03,Malaga,マラガ,Barcelona,バルセロナ,0,0,1
2003,12/01/03,Osasuna,オサスナ,Valladolid,バジャドリード,1,1,1
2003,12/01/03,Recreativo,レクレアティーボ,Sevilla,セビージャ,0,0,1
2003,12/01/03,Vallecano,ラージョ,Mallorca,マジョルカ,1,2,2
2003,18/01/03,Barcelona,バルセロナ,Valencia,バレンシア,2,4,2
2003,18/01/03,Sociedad,ソシエダ,Celta,セルタ,1,0,0
2003,19/01/03,Alaves,アラベス,Osasuna,オサスナ,1,1,1
2003,19/01/03,La Coruna,デポルティーボ,Ath Bilbao,ビルバオ,2,1,0
2003,19/01/03,Mallorca,マジョルカ,Recreativo,レクレアティーボ,1,1,1
2003,19/01/03,Real Madrid,Rマドリード,Ath Madrid,Aマドリード,2,2,1
2003,19/01/03,Santander,サンタンデール,Betis,ベティス,0,1,2
2003,19/01/03,Sevilla,セビージャ,Malaga,マラガ,0,0,1
2003,19/01/03,Vallecano,ラージョ,Valladolid,バジャドリード,0,1,2
2003,19/01/03,Villarreal,ビジャレアル,Espanol,エスパニョール,0,0,1
2003,25/01/03,Ath Madrid,Aマドリード,Sociedad,ソシエダ,1,2,2
2003,26/01/03,Ath Bilbao,ビルバオ,Real Madrid,Rマドリード,1,1,1
2003,26/01/03,Betis,ベティス,Villarreal,ビジャレアル,2,1,0
2003,26/01/03,Celta,セルタ,Barcelona,バルセロナ,2,0,0
2003,26/01/03,Espanol,エスパニョール,La Coruna,デポルティーボ,3,1,0
2003,26/01/03,Malaga,マラガ,Mallorca,マジョルカ,1,0,0
2003,26/01/03,Osasuna,オサスナ,Santander,サンタンデール,3,1,0
2003,26/01/03,Recreativo,レクレアティーボ,Vallecano,ラージョ,2,1,0
2003,26/01/03,Valencia,バレンシア,Sevilla,セビージャ,1,0,0
2003,26/01/03,Valladolid,バジャドリード,Alaves,アラベス,1,3,2
2003,01/02/03,Ath Madrid,Aマドリード,Barcelona,バルセロナ,3,0,0
2003,02/02/03,Alaves,アラベス,Vallecano,ラージョ,1,1,1
2003,02/02/03,Ath Bilbao,ビルバオ,Sociedad,ソシエダ,3,0,0
2003,02/02/03,Betis,ベティス,La Coruna,デポルティーボ,0,2,2
2003,02/02/03,Celta,セルタ,Sevilla,セビージャ,0,1,2
2003,02/02/03,Espanol,エスパニョール,Real Madrid,Rマドリード,2,2,1
2003,02/02/03,Malaga,マラガ,Recreativo,レクレアティーボ,4,0,0
2003,02/02/03,Osasuna,オサスナ,Villarreal,ビジャレアル,0,1,2
2003,02/02/03,Valencia,バレンシア,Mallorca,マジョルカ,1,0,0
2003,02/02/03,Valladolid,バジャドリード,Santander,サンタンデール,2,1,0
2003,08/02/03,Real Madrid,Rマドリード,Betis,ベティス,4,1,0
2003,08/02/03,Villarreal,ビジャレアル,Valladolid,バジャドリード,1,0,0
2003,09/02/03,Barcelona,バルセロナ,Ath Bilbao,ビルバオ,2,2,1
2003,09/02/03,La Coruna,デポルティーボ,Osasuna,オサスナ,1,1,1
2003,09/02/03,Mallorca,マジョルカ,Celta,セルタ,0,2,2
2003,09/02/03,Recreativo,レクレアティーボ,Valencia,バレンシア,1,1,1
2003,09/02/03,Santander,サンタンデール,Alaves,アラベス,2,0,0
2003,09/02/03,Sevilla,セビージャ,Ath Madrid,Aマドリード,1,1,1
2003,09/02/03,Sociedad,ソシエダ,Espanol,エスパニョール,0,0,1
2003,09/02/03,Vallecano,ラージョ,Malaga,マラガ,2,1,0
2003,15/02/03,Espanol,エスパニョール,Barcelona,バルセロナ,0,2,2
2003,15/02/03,Valencia,バレンシア,Malaga,マラガ,2,0,0
2003,15/02/03,Valladolid,バジャドリード,La Coruna,デポルティーボ,0,1,2
2003,16/02/03,Alaves,アラベス,Villarreal,ビジャレアル,1,0,0
2003,16/02/03,Ath Bilbao,ビルバオ,Sevilla,セビージャ,2,0,0
2003,16/02/03,Ath Madrid,Aマドリード,Mallorca,マジョルカ,2,1,0
2003,16/02/03,Betis,ベティス,Sociedad,ソシエダ,3,2,0
2003,16/02/03,Celta,セルタ,Recreativo,レクレアティーボ,4,1,0
2003,16/02/03,Osasuna,オサスナ,Real Madrid,Rマドリード,1,0,0
2003,16/02/03,Santander,サンタンデール,Vallecano,ラージョ,2,0,0
2003,22/02/03,Barcelona,バルセロナ,Betis,ベティス,4,0,0
2003,22/02/03,La Coruna,デポルティーボ,Alaves,アラベス,6,0,0
2003,22/02/03,Real Madrid,Rマドリード,Valladolid,バジャドリード,3,1,0
2003,23/02/03,Malaga,マラガ,Celta,セルタ,1,1,1
2003,23/02/03,Mallorca,マジョルカ,Ath Bilbao,ビルバオ,1,1,1
2003,23/02/03,Recreativo,レクレアティーボ,Ath Madrid,Aマドリード,3,0,0
2003,23/02/03,Sevilla,セビージャ,Espanol,エスパニョール,1,0,0
2003,23/02/03,Sociedad,ソシエダ,Osasuna,オサスナ,2,0,0
2003,23/02/03,Vallecano,ラージョ,Valencia,バレンシア,0,4,2
2003,23/02/03,Villarreal,ビジャレアル,Santander,サンタンデール,0,3,2
2003,01/03/03,Alaves,アラベス,Real Madrid,Rマドリード,1,5,2
2003,01/03/03,Ath Bilbao,ビルバオ,Recreativo,レクレアティーボ,2,3,2
2003,01/03/03,Espanol,エスパニョール,Mallorca,マジョルカ,2,0,0
2003,02/03/03,Ath Madrid,Aマドリード,Malaga,マラガ,2,1,0
2003,02/03/03,Betis,ベティス,Sevilla,セビージャ,0,1,2
2003,02/03/03,Celta,セルタ,Valencia,バレンシア,1,1,1
2003,02/03/03,Osasuna,オサスナ,Barcelona,バルセロナ,2,2,1
2003,02/03/03,Santander,サンタンデール,La Coruna,デポルティーボ,1,2,2
2003,02/03/03,Valladolid,バジャドリード,Sociedad,ソシエダ,3,0,0
2003,02/03/03,Villarreal,ビジャレアル,Vallecano,ラージョ,2,1,0
2003,08/03/03,Barcelona,バルセロナ,Valladolid,バジャドリード,1,1,1
2003,08/03/03,La Coruna,デポルティーボ,Villarreal,ビジャレアル,2,1,0
2003,08/03/03,Real Madrid,Rマドリード,Santander,サンタンデール,4,1,0
2003,08/03/03,Valencia,バレンシア,Ath Madrid,Aマドリード,0,1,2
2003,09/03/03,Malaga,マラガ,Ath Bilbao,ビルバオ,3,0,0
2003,09/03/03,Mallorca,マジョルカ,Betis,ベティス,2,1,0
2003,09/03/03,Recreativo,レクレアティーボ,Espanol,エスパニョール,0,0,1
2003,09/03/03,Sevilla,セビージャ,Osasuna,オサスナ,2,0,0
2003,09/03/03,Sociedad,ソシエダ,Alaves,アラベス,3,1,0
2003,09/03/03,Vallecano,ラージョ,Celta,セルタ,1,0,0
2003,15/03/03,La Coruna,デポルティーボ,Vallecano,ラージョ,2,0,0
2003,15/03/03,Santander,サンタンデール,Sociedad,ソシエダ,1,2,2
2003,15/03/03,Villarreal,ビジャレアル,Real Madrid,Rマドリード,0,1,2
2003,16/03/03,Alaves,アラベス,Barcelona,バルセロナ,0,0,1
2003,16/03/03,Ath Bilbao,ビルバオ,Valencia,バレンシア,1,0,0
2003,16/03/03,Ath Madrid,Aマドリード,Celta,セルタ,0,1,2
2003,16/03/03,Betis,ベティス,Recreativo,レクレアティーボ,1,1,1
2003,16/03/03,Espanol,エスパニョール,Malaga,マラガ,2,1,0
2003,16/03/03,Osasuna,オサスナ,Mallorca,マジョルカ,0,0,1
2003,16/03/03,Valladolid,バジャドリード,Sevilla,セビージャ,0,0,1
2003,22/03/03,Vallecano,ラージョ,Ath Madrid,Aマドリード,0,0,1
2003,23/03/03,Barcelona,バルセロナ,Santander,サンタンデール,6,1,0
2003,23/03/03,Celta,セルタ,Ath Bilbao,ビルバオ,2,1,0
2003,23/03/03,Malaga,マラガ,Betis,ベティス,0,0,1
2003,23/03/03,Mallorca,マジョルカ,Valladolid,バジャドリード,2,1,0
2003,23/03/03,Real Madrid,Rマドリード,La Coruna,デポルティーボ,2,0,0
2003,23/03/03,Recreativo,レクレアティーボ,Osasuna,オサスナ,1,1,1
2003,23/03/03,Sevilla,セビージャ,Alaves,アラベス,3,2,0
2003,23/03/03,Sociedad,ソシエダ,Villarreal,ビジャレアル,2,2,1
2003,23/03/03,Valencia,バレンシア,Espanol,エスパニョール,1,1,1
2003,05/04/03,Betis,ベティス,Valencia,バレンシア,2,0,0
2003,05/04/03,Espanol,エスパニョール,Celta,セルタ,0,0,1
2003,05/04/03,Real Madrid,Rマドリード,Vallecano,ラージョ,3,1,0
2003,05/04/03,Villarreal,ビジャレアル,Barcelona,バルセロナ,2,0,0
2003,06/04/03,Alaves,アラベス,Mallorca,マジョルカ,0,0,1
2003,06/04/03,Ath Bilbao,ビルバオ,Ath Madrid,Aマドリード,1,0,0
2003,06/04/03,La Coruna,デポルティーボ,Sociedad,ソシエダ,2,1,0
2003,06/04/03,Osasuna,オサスナ,Malaga,マラガ,0,1,2
2003,06/04/03,Santander,サンタンデール,Sevilla,セビージャ,1,0,0
2003,06/04/03,Valladolid,バジャドリード,Recreativo,レクレアティーボ,0,1,2
2003,12/04/03,Barcelona,バルセロナ,La Coruna,デポルティーボ,2,4,2
2003,12/04/03,Sevilla,セビージャ,Villarreal,ビジャレアル,3,1,0
2003,13/04/03,Ath Madrid,Aマドリード,Espanol,エスパニョール,3,3,1
2003,13/04/03,Celta,セルタ,Betis,ベティス,1,0,0
2003,13/04/03,Malaga,マラガ,Valladolid,バジャドリード,1,0,0
2003,13/04/03,Mallorca,マジョルカ,Santander,サンタンデール,3,3,1
2003,13/04/03,Recreativo,レクレアティーボ,Alaves,アラベス,1,0,0
2003,13/04/03,Sociedad,ソシエダ,Real Madrid,Rマドリード,4,2,0
2003,13/04/03,Valencia,バレンシア,Osasuna,オサスナ,1,0,0
2003,13/04/03,Vallecano,ラージョ,Ath Bilbao,ビルバオ,1,1,1
2003,19/04/03,Real Madrid,Rマドリード,Barcelona,バルセロナ,1,1,1
2003,19/04/03,Valladolid,バジャドリード,Valencia,バレンシア,1,0,0
2003,19/04/03,Villarreal,ビジャレアル,Mallorca,マジョルカ,1,1,1
2003,20/04/03,Alaves,アラベス,Malaga,マラガ,0,1,2
2003,20/04/03,Betis,ベティス,Ath Madrid,Aマドリード,2,2,1
2003,20/04/03,Espanol,エスパニョール,Ath Bilbao,ビルバオ,3,3,1
2003,20/04/03,La Coruna,デポルティーボ,Sevilla,セビージャ,3,1,0
2003,20/04/03,Osasuna,オサスナ,Celta,セルタ,0,2,2
2003,20/04/03,Santander,サンタンデール,Recreativo,レクレアティーボ,1,0,0
2003,20/04/03,Sociedad,ソシエダ,Vallecano,ラージョ,5,0,0
2003,26/04/03,Ath Bilbao,ビルバオ,Betis,ベティス,3,1,0
2003,26/04/03,Ath Madrid,Aマドリード,Osasuna,オサスナ,0,1,2
2003,27/04/03,Barcelona,バルセロナ,Sociedad,ソシエダ,2,1,0
2003,27/04/03,Celta,セルタ,Valladolid,バジャドリード,0,0,1
2003,27/04/03,Malaga,マラガ,Santander,サンタンデール,2,2,1
2003,27/04/03,Mallorca,マジョルカ,La Coruna,デポルティーボ,3,0,0
2003,27/04/03,Recreativo,レクレアティーボ,Villarreal,ビジャレアル,5,0,0
2003,27/04/03,Sevilla,セビージャ,Real Madrid,Rマドリード,1,3,2
2003,27/04/03,Valencia,バレンシア,Alaves,アラベス,3,0,0
2003,27/04/03,Vallecano,ラージョ,Espanol,エスパニョール,0,3,2
2003,03/05/03,Real Madrid,Rマドリード,Mallorca,マジョルカ,1,5,2
2003,03/05/03,Sociedad,ソシエダ,Sevilla,セビージャ,1,0,0
2003,04/05/03,Alaves,アラベス,Celta,セルタ,0,0,1
2003,04/05/03,Barcelona,バルセロナ,Vallecano,ラージョ,3,0,0
2003,04/05/03,Betis,ベティス,Espanol,エスパニョール,1,1,1
2003,04/05/03,La Coruna,デポルティーボ,Recreativo,レクレアティーボ,5,0,0
2003,04/05/03,Osasuna,オサスナ,Ath Bilbao,ビルバオ,1,5,2
2003,04/05/03,Santander,サンタンデール,Valencia,バレンシア,2,1,0
2003,04/05/03,Valladolid,バジャドリード,Ath Madrid,Aマドリード,3,1,0
2003,04/05/03,Villarreal,ビジャレアル,Malaga,マラガ,0,0,1
2003,10/05/03,Ath Bilbao,ビルバオ,Valladolid,バジャドリード,0,0,1
